name,chembl_id,max_phase,canonical_smiles,scaffold,mw,s_u_percentile,s_n_percentile,s_n_ml_percentile,s_n_dock_percentile,p_active_nlrp3,dock_score,nlrp3_dock_score,pains_any,brenk,qed,lipinski_pass,veber_pass,ghose_pass,ro5_props_ok,oral_absorption_ok,mw_oral_ok,macro_scaffold_risk,structurally_clean,druglike,clean_candidate,preferred_candidate,has_carboxylic_acid,nlrp3_structure_supported,nlrp3_ml_only_risk,is_known_reference,dual_structure_balance,chemistry_rank_score
BMS-986142,CHEMBL3900554,2.0,Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,O=c1[nH]c2ccccc2c(=O)n1-c1cccc(-c2cccc3[nH]c4c(c23)CCCC4)c1,572.6120000000001,91.17088607594935,99.0506329113924,49.68354430379747,99.0506329113924,0.9166667,-8.146,-7.912,False,False,0.2954746862253576,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,91.17088607594935,0.11818987449014305
XP-102,CHEMBL4212692,1.0,CCCS(=O)(=O)Nc1ccc(F)c(-n2cc(-c3cncnc3)c3nc(N(C)C4CCN(CC)CC4)ccc32)c1F,c1ccc(-n2cc(-c3cncnc3)c3nc(NC4CCNCC4)ccc32)cc1,569.6820000000004,99.24050632911391,99.81012658227849,49.68354430379747,99.81012658227849,0.9166667,-8.767,-8.376,False,False,0.3084170476283189,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,99.24050632911391,0.12336681905132757
BN-104,CHEMBL6068545,1.0,O=C([C@H]1NC[C@@H]2CCC[C@@H]21)N1CCC2(CC1)CN(c1ncnnc1Oc1ccc(F)cc1-c1cncnc1C1CC1)C2,O=C(C1NCC2CCCC21)N1CCC2(CC1)CN(c1ncnnc1Oc1ccccc1-c1cncnc1C1CC1)C2,570.673,96.77215189873418,94.36708860759494,75.31645569620254,94.36708860759494,0.91666675,-8.424,-7.451,False,False,0.4711299439529335,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,94.36708860759494,0.1884519775811734
JTK-853,CHEMBL4297295,1.0,O=C(NCc1ccc(OC(F)(F)F)c(F)c1)[C@H]1CN(c2nc3nc(C4CC4)ncc3s2)CCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1,O=C(NCc1ccccc1)C1CN(c2nc3nc(C4CC4)ncc3s2)CCN1S(=O)(=O)c1ccccc1,704.6500000000004,90.31645569620254,91.51898734177216,49.68354430379747,91.51898734177216,0.9166667,-8.107,-7.318,False,False,0.2486027655056867,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,90.31645569620254,0.09944110620227468
UCB-1184197,CHEMBL4297363,2.0,CCOC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C12CCCCC2,O=C1C=C(NCCc2ccc(Nc3nccc4ccncc34)cc2)C12CCCCC2,549.469,93.95569620253164,95.9493670886076,23.734177215189877,95.9493670886076,0.9166666,-8.248,-7.527,False,False,0.3547743500993549,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,93.95569620253164,0.1425734900397419
REZATAPOPT,CHEMBL5314538,2.0,CNC(=O)c1ccc(NCC#Cc2cc3c(N[C@@H]4CCN(C)C[C@@H]4F)cccc3n2CC(F)(F)F)c(OC)c1,C(#Cc1cc2c(NC3CCNCC3)cccc2[nH]1)CNc1ccccc1,545.5810000000001,91.45569620253164,95.0632911392405,49.68354430379747,95.0632911392405,0.9166667,-8.151,-7.475,False,True,0.3016762794589155,False,True,False,True,True,True,False,False,True,False,False,False,True,False,False,91.45569620253164,0.12619426178356602
CETHROMYCIN,CHEMBL3989904,3.0,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C,O=C1CCC(OCC=Cc2cnc3ccccc3c2)C(OC2CCCCO2)CC(=O)CC(=O)OCC2OC(=O)NC2C1,765.945,99.49367088607596,99.9367088607595,75.31645569620254,99.9367088607595,0.91666675,-8.909,-8.547,False,True,0.2703662615414226,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,99.49367088607596,0.2581465046165691
MILVEXIAN,CHEMBL4112929,3.0,C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O,O=C1CCCCC(n2cnc(-c3ccccc3-n3ccnn3)cc2=O)c2cc(ccn2)-c2[nH]ncc2N1,626.4550000000002,97.8481012658228,99.49367088607596,75.31645569620254,99.49367088607596,0.91666675,-8.492,-8.023,False,False,0.2674302716776641,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,97.8481012658228,0.10697210867106564
BIMATOPROST GRENOD,CHEMBL5314597,3.0,CCNC(=O)CCC/C=C/C[C@@H]1[C@@H](/C=C/[C@H](CCc2ccccc2)OC(=O)CCCCCO[N+](=O)[O-])[C@H](O)C[C@@H]1O,C(=CC1CCCC1)CCCc1ccccc1,574.7150000000005,92.31012658227849,93.82911392405065,75.31645569620254,93.82911392405065,0.91666675,-8.187,-7.429,False,True,0.0679388715769309,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,92.31012658227849,0.027175548630772362
TIRILAZAD,CHEMBL1630578,3.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,O=C1C=CC2C(=C1)CCC1C2=CCC2C(C(=O)CN3CCN(c4cc(N5CCCC5)nc(N5CCCC5)n4)CC3)CCC12,624.8739999999999,90.25316455696203,93.22784810126582,49.68354430379747,93.22784810126582,0.9166667,-8.106,-7.404,False,True,0.3868790579281535,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,90.25316455696203,0.15475162317126143
ALEMCINAL,CHEMBL300049,2.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C,O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)C2CC=C(CCCCO1)O2,697.9510000000001,99.74683544303798,99.873417721519,49.68354430379747,99.873417721519,0.9166667,-8.999,-8.385,False,False,0.3255624793454773,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,99.74683544303798,0.1302249917381909
DIVARASIB,CHEMBL5095236,2.0,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c(F)c(-c4nc(N)cc(C)c4C(F)(F)F)c(Cl)cc23)[C@@H](C)C1,c1ccc(-c2ccc3c(N4CCNCC4)nc(OCC4CCCN4)nc3c2)nc1,622.067,99.68354430379746,99.55696202531644,91.36075949367088,99.55696202531644,1.0,-8.986,-8.031,False,True,0.3001882893766933,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,99.55696202531644,0.12007531575067731
ZAMZETOCLAX,CHEMBL6068037,2.0,COc1nn(C)cc1C(=O)N[SH]1(=O)C[C@@H](C)C/C=C/[C@H](OC)[C@@H]2CC[C@H]2CN2C[C@@]3(CCCc4cc(Cl)ccc43)COc3ccc(cc32)C(=O)N1,O=C(N[SH]1(=O)CCCC=CCC2CCC2CN2CC3(CCCc4ccccc43)COc3ccc(cc32)C(=O)N1)c1cn[nH]c1,738.3510000000002,99.873417721519,99.33544303797468,49.68354430379747,99.33544303797468,0.9166667,-9.118,-7.99,False,True,0.2469271559424276,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,99.33544303797468,0.09877086237697104
MITEMCINAL FUMARATE,CHEMBL2105890,2.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,O=C1CCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)C2CC=C(C1)O2,755.987,98.9240506329114,99.68354430379746,16.265822784810126,99.68354430379746,0.9095485,-8.681,-8.114,False,False,0.3176199700360607,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,98.9240506329114,0.12704798801442427
TILDIPIROSIN,CHEMBL3039509,2.0,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CN1CCCCC1,O=C1C=CC=CC(CN2CCCCC2)COC(=O)CCCC(OC2CCCCO2)C(CCN2CCCCC2)CC1,734.0319999999999,99.62025316455696,98.60759493670886,5.822784810126582,98.60759493670886,0.6248652,-8.98,-7.866,False,False,0.2951974654670822,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,98.60759493670886,0.11807898618683288
SELAMECTIN,CHEMBL1908325,2.0,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O,N=C1C=CC2C(=O)OC3CC(CC=CC(OC4CCCCO4)CC=CC=C4COC1C42)OC1(CCCC(C2CCCCC2)O1)C3,769.9730000000004,98.67088607594935,97.78481012658229,75.31645569620254,97.78481012658229,0.91666675,-8.656,-7.727,False,True,0.1321842798362698,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,97.78481012658229,0.05287371193450792
TILPISERTIB,CHEMBL4802154,2.0,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)c3cn(C45CC(C4)C5)nn3)cccc2c1=O,O=c1[nH]ccc2c(C(Nc3ccc4ncccc4c3)c3cn(C45CC(C4)C5)nn3)cccc12,593.1350000000003,99.81012658227849,97.72151898734175,91.36075949367088,97.72151898734175,1.0,-9.067,-7.716,False,False,0.2255780460409031,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,97.72151898734175,0.09023121841636124
NAVAFENTEROL,CHEMBL4297483,2.0,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,O=C(OC1CCC(NCCCn2nnc3cc(CNCCc4cccc5[nH]c(=O)ccc45)ccc32)CC1)C(c1cccs1)c1cccs1,742.9240000000002,97.53164556962024,97.373417721519,75.31645569620254,97.373417721519,0.91666675,-8.476,-7.634,False,False,0.0955824908877322,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,97.373417721519,0.038232996355092884
LAIDLOMYCIN PROPIONATE,CHEMBL2110869,2.0,CCC(=O)OC[C@]1(O)O[C@H]([C@H]2C[C@H](C)[C@H]([C@]3(C)CC[C@H]([C@]4(C)CC[C@]5(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC(=O)CC)[C@H](C)C(=O)O)O5)O4)O3)O2)[C@@H](C)C[C@H]1C,C1CCC(C2CCC(C3CCC(C4CCC5(CCCCO5)O4)O3)O2)OC1,754.9550000000003,96.45569620253166,99.74683544303798,49.68354430379747,99.74683544303798,0.9166667,-8.403,-8.186,False,False,0.2233511830913296,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,96.45569620253166,0.23934047323653185
IDREMCINAL,CHEMBL2103968,2.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@]1(C)O,O=C1CC(OC2CCCCO2)CC(OC2CCCCO2)C2CC=C(CCCCO1)O2,743.9760000000001,99.9367088607595,96.32911392405065,7.341772151898734,96.32911392405065,0.657325,-9.276,-7.571,False,False,0.2665909553207153,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,96.32911392405065,0.10663638212828613
PREDNIMUSTINE,CHEMBL2103751,2.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C1C=CC2C(=C1)CCC1C2CCC2C(C(=O)COC(=O)CCCc3ccccc3)CCC21,646.6520000000003,96.8987341772152,96.20253164556962,75.31645569620254,96.20253164556962,0.91666675,-8.434,-7.544,True,True,0.2311732296331876,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,96.20253164556962,0.09246929185327504
TILPISERTIB FOSMECARBIL,CHEMBL6067963,2.0,Cn1ccc2c([C@@H](c3cn(C45CC(C4)C5)nn3)N(C(=O)OCOP(=O)(O)O)c3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)cccc2c1=O,O=c1[nH]ccc2c(C(Nc3ccc4ncccc4c3)c3cn(C45CC(C4)C5)nn3)cccc12,747.1489999999998,96.13924050632912,98.79746835443038,91.36075949367088,98.79746835443038,1.0,-8.39,-7.893,False,True,0.1119944488398401,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,96.13924050632912,0.19479777953593602
RUTAMYCIN,CHEMBL3989875,2.0,CC[C@H]1/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)/C=C/C(=O)O[C@H]2C[C@@]3(CC[C@H](C)[C@H](C[C@@H](C)O)O3)O[C@@H](CC1)[C@H]2C,O=C1CCCC=CC(=O)OC2CC(CCCC=CC=CCCCCC(=O)CCC1)OC1(CCCCO1)C2,777.0489999999999,99.36708860759494,96.10759493670886,49.68354430379747,96.10759493670886,0.9166667,-8.902,-7.538,False,False,0.2242145144592109,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,96.10759493670886,0.23968580578368437
TALORASIB,CHEMBL6068034,2.0,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CO[C@H](c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,c1ccc2c(C3Cc4nc(OCC5CCCN5)nc(N5CCNCC5)c4CO3)cccc2c1,605.1139999999999,98.60759493670886,95.31645569620252,91.36075949367088,95.31645569620252,1.0,-8.644,-7.486,False,True,0.3485043998075957,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,95.31645569620252,0.13940175992303827
VIDUPIPRANT,CHEMBL1951575,2.0,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,O=S(=O)(Nc1ccccc1Oc1ccccc1)c1ccc(C2CC2)cc1,609.503,94.74683544303797,98.35443037974684,49.68354430379747,98.35443037974684,0.9166667,-8.305,-7.824,False,False,0.2466133264993982,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,94.74683544303797,0.2486453305997593
PC-786,CHEMBL4291143,2.0,Cc1cnc(N2CC3(CCOCC3)C2)c(C(=O)Nc2ccc(C(=O)N3CCc4cc(C(=O)Nc5c(C)cccc5F)sc4-c4ccccc43)cc2)c1,O=C(Nc1ccccc1)c1cc2c(s1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3cccnc3N3CC4(CCOCC4)C3)cc1)CC2,715.8510000000003,99.43037974683544,94.62025316455696,91.36075949367088,94.62025316455696,1.0,-8.904,-7.46,False,False,0.1854652635480144,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,94.62025316455696,0.07418610541920577
MERIGOLIX,CHEMBL5314469,2.0,O=C(O)CCCN[C@@H](Cn1c(=O)c2c(n(Cc3c(F)cccc3C(F)(F)F)c1=O)COC21CCN(Cc2ccc(C(F)(F)F)o2)CC1)c1ccccc1,O=c1c2c(n(Cc3ccccc3)c(=O)n1CCc1ccccc1)COC21CCN(Cc2ccco2)CC1,752.6840000000002,94.49367088607596,98.73417721518987,75.31645569620254,98.73417721518987,0.91666675,-8.283,-7.882,False,True,0.1328970340548086,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,94.49367088607596,0.05315881362192344
ZORACOPAN,CHEMBL6017042,2.0,CC(=O)c1cn(CC(=O)N2[C@H](C(=O)Nc3nc(Br)ccc3C)C[C@@]3(C)C[C@@H]23)c2c(C)cc(-c3cnc(C)nc3)cc12,O=C(Nc1ccccn1)C1CC2CC2N1C(=O)Cn1ccc2cc(-c3cncnc3)ccc21,615.5320000000002,94.43037974683544,99.33544303797468,91.36075949367088,99.33544303797468,1.0,-8.273,-7.99,False,True,0.2298574312237026,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,94.43037974683544,0.09194297248948105
DISERMOLIDE,CHEMBL364447,2.0,C=C/C=C\[C@H](C)[C@H](OC(N)=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C\[C@H](C)[C@@H](O)[C@@H](C)/C=C\[C@@H](O)C[C@@H]1OC(=O)[C@H](C)[C@@H](O)[C@H]1C,O=C1CCCCO1,593.8020000000002,94.30379746835445,97.8481012658228,91.36075949367088,97.8481012658228,1.0,-8.266,-7.735,False,True,0.1006334927512308,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,94.30379746835445,0.040253397100492326
4-DEMETHYL-4-CHOLESTERYLOXYCARBONYLPENCLOMEDINE,CHEMBL4297253,2.0,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC(=O)O[C@H]2CC[C@@]3(C)C(=CC[C@H]4[C@@H]5CC[C@H]([C@H](C)CCCC(C)C)[C@@]5(C)CC[C@@H]43)C2)c1Cl,O=C(Oc1ccncc1)OC1CCC2C(=CCC3C4CCCC4CCC23)C1,724.0369999999999,92.78481012658229,98.22784810126582,23.734177215189877,98.22784810126582,0.9166666,-8.2,-7.801,False,True,0.1518087517074626,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,92.78481012658229,0.21072350068298504
BISOCTRIZOLE,CHEMBL2104957,2.0,CC(C)(C)CC(C)(C)c1cc(Cc2cc(C(C)(C)CC(C)(C)C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1,c1cc(Cc2cccc(-n3nc4ccccc4n3)c2)cc(-n2nc3ccccc3n2)c1,658.8910000000001,91.77215189873418,99.1772151898734,49.68354430379747,99.1772151898734,0.9166667,-8.169,-7.953,False,False,0.1688900570375404,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,91.77215189873418,0.06755602281501616
LEMUTEPORFIN,CHEMBL2107756,2.0,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OCCC)C(CCC(=O)OCCO)=C4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,C1=CCC2C(=C1)c1cc3nc(cc4ccc(cc5nc(cc2[nH]1)C=C5)[nH]4)C=C3,790.9140000000003,91.58227848101264,92.59493670886076,49.68354430379747,92.59493670886076,0.9166667,-8.159,-7.357,False,True,0.1427471131327501,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,91.58227848101264,0.20709884525310004
BAY1067197,CHEMBL5314392,2.0,C[C@H](N)C(=O)N[C@@H](C)C(=O)OCCOc1ccc(-c2c(C#N)c(SCc3csc(-c4ccc(Cl)cc4)n3)nc(N3CCCC3)c2C#N)cc1,c1ccc(-c2cc(SCc3csc(-c4ccccc4)n3)nc(N3CCCC3)c2)cc1,716.2889999999996,98.9873417721519,91.36075949367088,91.36075949367088,90.53797468354428,1.0,-8.682,-7.288,False,True,0.0955847435005903,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,90.53797468354428,0.1882338974002361
MRTX-1133,CHEMBL4858364,1.0,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,c1ccc2c(-c3cc4nc(OCC56CCCN5CCC6)nc(N5CC6CCC(C5)N6)c4cn3)cccc2c1,600.6450000000003,99.1139240506329,98.48101265822784,75.31645569620254,98.48101265822784,0.91666675,-8.715,-7.838,False,True,0.3190441470793393,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,98.48101265822784,0.12761765883173573
IMMH-010,CHEMBL5095184,1.0,CC1=C(OCc2cccc(-c3ccccc3)c2Br)C=C(OCc2cccnc2)C(CN[C@@H](CO)C(=O)OC(C)C)C1,C1=C(OCc2cccc(-c3ccccc3)c2)C=C(OCc2cccnc2)CC1,621.5720000000001,94.62025316455696,94.68354430379748,6.645569620253164,94.68354430379748,0.6420898,-8.296,-7.461,False,False,0.2159619617508414,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,94.62025316455696,0.23638478470033655
RO-4987655,CHEMBL1614766,1.0,O=C(NOCCO)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,O=C1CCCON1Cc1ccc(Nc2ccccc2)cc1,565.2860000000001,94.55696202531648,95.0,49.68354430379747,95.0,0.9166667,-8.29,-7.47,False,True,0.2586360461402913,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,94.55696202531648,0.10345441845611653
