ligand_id,target,seed,pose_selection_rule,pose_selection_status,n_poses,n_geometry_pass_modes,sdf,selected_mode,CNNscore,CNNaffinity,C1_P2star,C1_VS,acid_arg477_min_A,has_carboxylate_oxy_in_pose,pass_arg_A1,centroid_to_crystal_lig_A,pass_pocket_centroid,keep_urat1_acid,keep_nlrp3_pose,error
REP_07120,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07120_out.sdf,1.0,0.356335938,6.72073126,,,,,,1.3243428682604383,True,,False,
REP_01485,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01485_out.sdf,3.0,0.494932294,6.29168081,6.29168081,3.113956016409078,2.7950760275885047,True,True,3.41947474992225,True,True,,
REP_01485,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01485_out.sdf,1.0,0.645309091,6.3255558,,,,,,0.1311630548343227,True,,True,
REP_06855,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,8.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06855_out.sdf,1.0,0.688925803,7.9658618,7.9658618,5.4878877371520245,2.9617057585114597,True,True,1.8133807480839956,True,True,,
REP_06855,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06855_out.sdf,1.0,0.265720576,6.8942132,,,,,,0.6345179099017784,True,,False,
REP_07885,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07885_out.sdf,5.0,0.589696109,7.72037363,7.72037363,4.552674289637206,5.751582477892492,True,True,0.8394742039385505,True,True,,
REP_07885,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07885_out.sdf,1.0,0.287225187,6.41205072,,,,,,2.4068707519735257,True,,False,
REP_06119,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06119_out.sdf,1.0,0.635743916,6.08600235,6.08600235,3.869138966774203,2.9966464589604134,True,True,1.9153929334098876,True,True,,
REP_06119,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06119_out.sdf,1.0,0.672377706,5.8837142,,,,,,1.9204004025300985,True,,True,
REP_04441,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04441_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_04441,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04441_out.sdf,1.0,0.499381483,6.57480383,,,,,,3.0068075908250926,True,,False,
REP_06875,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,9.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06875_out.sdf,1.0,0.605334997,6.95511198,6.95511198,4.2101726895479645,6.878127942979834,True,True,4.409865083321491,True,True,,
REP_06875,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06875_out.sdf,1.0,0.534676671,7.11669588,,,,,,2.2896697345199657,True,,True,
REP_07635,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07635_out.sdf,1.0,0.720851183,7.13333654,7.13333654,5.1420740835961265,7.130271313211013,True,True,3.190141354126511,True,True,,
REP_07635,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07635_out.sdf,1.0,0.524357557,6.39549971,,,,,,3.544306789452588,True,,True,
REP_07073,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07073_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_07073,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07073_out.sdf,1.0,0.449347854,6.59058237,,,,,,1.9938438367326297,True,,False,
REP_07074,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07074_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_07074,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07074_out.sdf,1.0,0.541528106,6.7008357,,,,,,0.5643174095826708,True,,True,
REP_00833,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,7.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00833_out.sdf,2.0,0.643421769,7.29302359,7.29302359,4.692490139636531,3.0863214349772425,True,True,2.433748089904761,True,True,,
REP_00833,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00833_out.sdf,1.0,0.447399795,6.29353952,,,,,,6.487192857197059,False,,False,
REP_06925,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,4.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06925_out.sdf,3.0,0.68155092,7.04620981,7.04620981,4.802350778518525,7.3827746139239485,True,True,1.848971163805246,True,True,,
REP_06925,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06925_out.sdf,1.0,0.254401684,5.93839645,,,,,,1.901947765705128,True,,False,
REP_07000,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07000_out.sdf,3.0,0.358371913,6.43638086,6.43638086,2.306618121594785,3.818890414767098,True,True,4.2640647293425555,True,True,,
REP_07000,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07000_out.sdf,1.0,0.315677226,6.52843857,,,,,,1.129813734993747,True,,False,
REP_07825,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07825_out.sdf,1.0,0.869004071,8.01220226,8.01220226,6.9626363816154,4.474998324022027,True,True,1.4718353713766394,True,True,,
REP_07825,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07825_out.sdf,1.0,0.664161801,6.90873766,,,,,,2.6226362441676705,True,,True,
REP_06303,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,4.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06303_out.sdf,4.0,0.587828398,7.32653666,7.32653666,4.306746307736071,6.242795928107854,True,True,2.5394443340716695,True,True,,
REP_06303,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06303_out.sdf,1.0,0.222345546,6.32695341,,,,,,2.3649054577776245,True,,False,
REP_00853,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,5.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00853_out.sdf,1.0,0.629134655,6.26409483,6.26409483,3.9409591397593338,7.350201970014155,True,True,4.806078364885926,True,True,,
REP_00853,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00853_out.sdf,1.0,0.422130853,5.97528505,,,,,,2.817015265384184,True,,False,
REP_07021,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07021_out.sdf,1.0,0.554028034,7.25187922,7.25187922,4.017744387062054,4.901341653057859,True,True,2.2056894187947163,True,True,,
REP_07021,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07021_out.sdf,1.0,0.337048382,6.64673185,,,,,,2.3074927748009295,True,,False,
REP_07837,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,7.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07837_out.sdf,2.0,0.511311173,7.44957542,7.44957542,3.8090511463521675,5.2702832940933995,True,True,2.9827538900271655,True,True,,
REP_07837,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07837_out.sdf,1.0,0.27084583,6.48081541,,,,,,1.9468085237805755,True,,False,
REP_07838,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07838_out.sdf,3.0,0.681215942,7.4548955,7.4548955,5.078393660544061,4.94919650044328,True,True,3.20956662816209,True,True,,
REP_07838,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07838_out.sdf,1.0,0.500561535,7.17738199,,,,,,2.1809265725285694,True,,True,
REP_07775,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07775_out.sdf,5.0,0.395346731,6.69003153,6.69003153,2.644882095672428,6.693379490212698,True,True,0.6903202786749828,True,True,,
REP_07775,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07775_out.sdf,1.0,0.349850476,5.84939814,,,,,,7.76247011487507,False,,False,
REP_07735,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07735_out.sdf,6.0,0.279581994,6.93747902,6.93747902,1.9395942177447658,5.308309146988324,True,True,3.1934602565992782,True,True,,
REP_07735,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07735_out.sdf,1.0,0.0880857632,5.02915716,,,,,,1.2421395656177077,True,,False,
REP_00600,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00600_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_00600,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00600_out.sdf,1.0,0.210471913,5.85911512,,,,,,2.00872617253347,True,,False,
REP_01131,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,7.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01131_out.sdf,1.0,0.781184077,7.045187,7.045187,5.503587903887399,2.854250339406122,True,True,1.1960249040159943,True,True,,
REP_01131,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01131_out.sdf,1.0,0.568535566,5.75300837,,,,,,6.041245094658028,False,,False,
REP_06524,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06524_out.sdf,1.0,0.574109793,6.35063601,6.35063601,3.6459623251194455,2.9240242817049182,True,True,3.763735383304579,True,True,,
REP_06524,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06524_out.sdf,1.0,0.678085148,6.61098862,,,,,,1.0472390821025515,True,,True,
REP_05288,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,4.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05288_out.sdf,1.0,0.510509193,7.46176529,7.46176529,3.8092997765533108,4.069173626180128,True,True,1.6971889754745064,True,True,,
REP_05288,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05288_out.sdf,1.0,0.503210306,6.83568525,,,,,,2.457345038987296,True,,True,
REP_02721,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_02721_out.sdf,3.0,0.79139924,6.04761267,6.04761267,4.786076070852371,3.0744347447945515,True,True,5.130190690418214,True,True,,
REP_02721,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02721_out.sdf,1.0,0.863415539,6.88486862,,,,,,1.7971798560819472,True,,True,
REP_05460,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05460_out.sdf,1.0,0.657848775,6.08835983,6.08835983,4.005220055924709,2.9817743040008873,True,True,1.3274743705382552,True,True,,
REP_05460,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05460_out.sdf,1.0,0.705459356,5.6822753,,,,,,2.3958179004003513,True,,True,
REP_07012,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,5.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07012_out.sdf,1.0,0.65464431,7.3730073,7.3730073,4.826697276533463,3.100998871331611,True,True,1.0046084295911353,True,True,,
REP_07012,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07012_out.sdf,1.0,0.426117659,6.37042284,,,,,,2.7775627126915343,True,,False,
REP_05252,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05252_out.sdf,2.0,0.62953198,7.23594284,7.23594284,4.555257423232023,2.9557844982339345,True,True,1.440469546388336,True,True,,
REP_05252,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05252_out.sdf,1.0,0.334816217,6.06392527,,,,,,1.869410384381854,True,,False,
REP_07977,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07977_out.sdf,8.0,0.436872244,7.00205469,7.00205469,3.0590033450310243,2.88037653788529,True,True,1.4961054227126431,True,True,,
REP_07977,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07977_out.sdf,1.0,0.705627859,6.42184591,,,,,,1.0898756582550189,True,,True,
REP_07969,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,1.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_07969_out.sdf,5.0,0.68897748,6.15281057,6.15281057,4.239147921435964,3.1336406941447428,True,True,5.2497054035702915,True,True,,
REP_07969,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07969_out.sdf,1.0,0.697434247,6.77268171,,,,,,2.7323162793035105,True,,True,
REP_05102,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_05102_out.sdf,2.0,0.617151976,6.73706245,6.73706245,4.157791403452902,6.75405759525338,True,True,2.775300099658515,True,True,,
REP_05102,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05102_out.sdf,1.0,0.362890482,5.60535192,,,,,,6.964519162595239,False,,False,
REP_04623,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04623_out.sdf,5.0,0.794474542,7.14101076,7.14101076,5.6733512529680725,3.093998383968551,True,True,0.9410511681665634,True,True,,
REP_04623,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04623_out.sdf,1.0,0.582873881,6.15694046,,,,,,3.1519542027752805,True,,True,
REP_01345,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01345_out.sdf,2.0,0.772345185,5.62476301,5.62476301,4.344258627539607,5.804228630920732,True,True,2.69827835606438,True,True,,
REP_01345,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01345_out.sdf,1.0,0.675283968,5.38107824,,,,,,2.047938775921848,True,,True,
REP_06470,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,4.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_06470_out.sdf,6.0,0.543469846,4.95344782,4.95344782,2.6920495239044357,3.109893567310622,True,True,1.3851088570953236,True,True,,
REP_06470,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06470_out.sdf,1.0,0.776813388,5.35395288,,,,,,4.139917438646391,True,,True,
REP_00142,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,9.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00142_out.sdf,1.0,0.661750197,5.64501953,5.64501953,3.7355927860463476,3.2484791826330053,True,True,4.404073044024186,True,True,,
REP_00142,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00142_out.sdf,1.0,0.431991875,5.65687895,,,,,,2.468356188733577,True,,False,
REP_01948,urat1_9dkb,42,a2,a2_no_geometry_pass,9,0.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_01948_out.sdf,,,,,,,False,False,,False,False,,a2_no_geometry_pass
REP_01948,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01948_out.sdf,1.0,0.456805438,6.2050209,,,,,,2.2021975093965542,True,,False,
REP_08132,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,7.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08132_out.sdf,1.0,0.612292528,7.58706045,7.58706045,4.6455004230193175,7.310211830036116,True,True,0.9696335173764199,True,True,,
REP_08132,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08132_out.sdf,1.0,0.298008382,6.62412882,,,,,,1.9823156292758144,True,,False,
REP_00697,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00697_out.sdf,7.0,0.581627667,5.7125144,5.7125144,3.3225564231759046,2.890898476252661,True,True,3.963308840116855,True,True,,
REP_00697,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00697_out.sdf,1.0,0.70193249,5.98905182,,,,,,3.24755291248154,True,,True,
REP_00015,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,5.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_00015_out.sdf,3.0,0.694591343,5.71259308,5.71259308,3.967917699449707,4.654057799383232,True,True,3.7119472432680873,True,True,,
REP_00015,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00015_out.sdf,1.0,0.689725578,5.98758078,,,,,,1.0759200721993611,True,,True,
REP_08266,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,2.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08266_out.sdf,5.0,0.477050632,7.54488182,7.54488182,3.5992906405963097,4.7007779143456645,True,True,1.1464680686689752,True,True,,
REP_08266,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08266_out.sdf,1.0,0.649643123,7.30954885,,,,,,1.8071322521091593,True,,True,
REP_08222,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,3.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08222_out.sdf,4.0,0.366640359,6.71330643,6.71330643,2.4613690795722087,3.5991478158030707,True,True,0.9297508678104339,True,True,,
REP_08222,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08222_out.sdf,1.0,0.321309894,6.43205118,,,,,,2.5369625036779473,True,,False,
REP_08210,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,5.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_08210_out.sdf,1.0,0.845389128,7.5578475,7.5578475,6.38932210758198,3.1765190067115903,True,True,1.9886283904048732,True,True,,
REP_08210,nlrp3_7alv,42,a1_nlrp3_unchanged,,9,,data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_08210_out.sdf,1.0,0.815809846,7.53336573,,,,,,1.3613942849321066,True,,True,
REP_04687,urat1_9dkb,42,a2,a2_geometry_then_cnnscore,9,6.0,data/campaigns/c1/07_clinical_dock/acid_dual/urat1_9dkb/seed42/REP_04687_out.sdf,1.0,0.690454125,6.63474989,6.63474989,4.580990429893797,6.450953030366906,True,True,1.0039774180820844,True,True,,
