ligand_id,target,seed,n_poses,selected_mode,CNNscore,CNNaffinity,centroid_to_crystal_lig_A,pass_pocket_centroid,pocket_overlap_frac,n_key_contacts,key_recovery_frac,ifp_jaccard_vs_np3146,ifp_bits,n_ifp_bits,keep_nlrp3_pose,keep_nlrp3_structural,sdf,d_ALA227,contact_ALA227,d_ALA228,contact_ALA228,d_ARG351,contact_ARG351,d_MET408,contact_MET408,d_TYR443,contact_TYR443,d_PHE575,contact_PHE575,d_ARG578,contact_ARG578
REP_07885,nlrp3_7alv,42,9,1,0.287225187,6.41205072,2.4068707519735257,True,0.8787878787878788,6,0.8571428571428571,0.7894736842105263,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,15,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07885_out.sdf,3.036577349582924,True,3.3841069723045107,True,3.0156627795561026,True,3.6970098728567087,True,7.856504693564435,False,3.905025864190915,True,2.5384532692173045,True
REP_06119,nlrp3_7alv,42,9,1,0.672377706,5.8837142,1.9204004025300985,True,0.9047619047619048,5,0.7142857142857143,0.65,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,14,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06119_out.sdf,3.8824682870565788,True,3.3775008512212055,True,6.723286844988844,False,4.776098093632502,False,2.969489013281581,True,3.7763976220731834,True,3.491718917667913,True
REP_04441,nlrp3_7alv,42,9,1,0.499381483,6.57480383,3.0068075908250926,True,0.59375,5,0.7142857142857143,0.65,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA227;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,14,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_04441_out.sdf,3.3182760584375743,True,3.474628325447188,True,4.999754993997208,False,5.332978436108664,False,3.706322166245134,True,3.3091154407182586,True,3.0702250731827454,True
REP_06875,nlrp3_7alv,42,9,1,0.534676671,7.11669588,2.2896697345199657,True,0.7142857142857143,5,0.7142857142857143,0.7368421052631579,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,14,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06875_out.sdf,3.2279735129024876,True,3.349718047836269,True,5.173237284331735,False,5.160600837111897,False,3.2315429751126623,True,3.4075711291182165,True,2.872798635477264,True
REP_07635,nlrp3_7alv,42,9,1,0.524357557,6.39549971,3.544306789452588,True,0.4838709677419355,4,0.5714285714285714,0.45,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;HBOND:ALA227;HYDROPHOBIC:PHE575;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,10,True,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07635_out.sdf,3.186352303183046,True,3.558138558291396,True,6.113068051314332,False,5.135520616256939,False,4.621472708996561,False,3.608961346426421,True,3.0951177683571216,True
REP_07073,nlrp3_7alv,42,9,1,0.449347854,6.59058237,1.9938438367326297,True,0.8529411764705882,5,0.7142857142857143,0.7368421052631579,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ALA228;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,14,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07073_out.sdf,3.33072559662306,True,3.0530735333430856,True,3.3000643933111324,True,5.683755184734828,False,4.9367987603304195,False,3.260674316763326,True,3.05338402432448,True
REP_07074,nlrp3_7alv,42,9,1,0.541528106,6.7008357,0.5643174095826708,True,1.0,7,1.0,0.9473684210526315,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,18,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07074_out.sdf,3.561956484854932,True,3.1003970713442355,True,3.1472548355670216,True,3.025873758106905,True,3.1127063787000475,True,3.216256519620289,True,3.0623437102977156,True
REP_00833,nlrp3_7alv,42,9,1,0.447399795,6.29353952,6.487192857197059,False,0.6206896551724138,4,0.5714285714285714,0.5789473684210527,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ARG351;HBOND:ARG578;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227,11,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00833_out.sdf,3.6059812811494276,True,4.972288507317333,False,3.15417818139686,True,10.420729533002959,False,10.874184291246863,False,4.4913188486234175,True,3.1395877117863704,True
REP_06925,nlrp3_7alv,42,9,1,0.254401684,5.93839645,1.901947765705128,True,0.8,4,0.5714285714285714,0.5,AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:TYR443;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,11,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06925_out.sdf,3.5239291990617585,True,3.578472998361157,True,6.256898353018051,False,5.443537636500736,False,3.016933708254132,True,4.576609771435619,False,2.8030494109094852,True
REP_07000,nlrp3_7alv,42,9,1,0.315677226,6.52843857,1.129813734993747,True,0.8,6,0.8571428571428571,0.75,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07000_out.sdf,3.367660760824942,True,2.757909534411879,True,6.154069060385981,False,3.652366356213462,True,3.0384130726417022,True,3.4490027544204755,True,3.6858783213774244,True
REP_07825,nlrp3_7alv,42,9,1,0.664161801,6.90873766,2.6226362441676705,True,0.7741935483870968,6,0.8571428571428571,0.8421052631578947,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG351;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07825_out.sdf,3.58889704505438,True,3.3836155218936907,True,2.8248451284982004,True,5.351533892259302,False,3.4610972248695937,True,3.699275739925317,True,3.4256084131143756,True
REP_06303,nlrp3_7alv,42,9,1,0.222345546,6.32695341,2.3649054577776245,True,0.6944444444444444,5,0.7142857142857143,0.6,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:TYR443;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,13,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06303_out.sdf,3.3443555432997973,True,3.488086294804068,True,6.213484529633926,False,5.298242916288386,False,3.0201990000660515,True,3.4025315575318325,True,3.5922647452547274,True
REP_00853,nlrp3_7alv,42,9,1,0.422130853,5.97528505,2.817015265384184,True,0.8,5,0.7142857142857143,0.6842105263157895,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ARG578;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,13,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00853_out.sdf,3.169662915831909,True,3.8982932162678465,True,5.5892232018411985,False,5.809207002681178,False,3.5271043364210164,True,3.307054731932931,True,3.176058406263973,True
REP_07021,nlrp3_7alv,42,9,1,0.337048382,6.64673185,2.3074927748009295,True,0.6216216216216216,6,0.8571428571428571,0.75,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:TYR443;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,16,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07021_out.sdf,3.6267343437312993,True,3.457414351795281,True,7.292731518436697,False,3.159116806957278,True,2.9403229414470777,True,4.45769738766552,True,3.5500594361221625,True
REP_07837,nlrp3_7alv,42,9,1,0.27084583,6.48081541,1.9468085237805755,True,0.7714285714285715,6,0.8571428571428571,0.7894736842105263,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:MET408;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HYDROPHOBIC:MET408;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,15,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07837_out.sdf,3.890325564782477,True,3.4056726207901806,True,6.004257322933454,False,3.1182818987384757,True,3.565107572009576,True,3.5553915396198015,True,3.498699901391942,True
REP_07838,nlrp3_7alv,42,9,1,0.500561535,7.17738199,2.1809265725285694,True,0.7647058823529411,5,0.7142857142857143,0.65,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:TYR443;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,14,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07838_out.sdf,3.4235989835259697,True,3.3812104341492786,True,6.060408402079853,False,4.863584069387516,False,2.990064882239182,True,3.3131848725961563,True,3.7067719109759096,True
REP_07775,nlrp3_7alv,42,9,1,0.349850476,5.84939814,7.76247011487507,False,0.3939393939393939,2,0.2857142857142857,0.21052631578947367,CONTACT:ALA227;CONTACT:ARG578;POLAR:ARG578;WALKER:ALA227,4,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07775_out.sdf,3.9935497993639784,True,6.102198046605836,False,4.731210204588252,False,11.99297498538207,False,11.862404014364037,False,5.1868993628178295,False,3.269751213777588,True
REP_07735,nlrp3_7alv,42,9,1,0.0880857632,5.02915716,1.2421395656177077,True,0.8235294117647058,5,0.7142857142857143,0.631578947368421,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ARG578;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,12,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_07735_out.sdf,3.3183357274392935,True,3.434910479182826,True,3.7695223835387996,True,5.529433424863708,False,5.165039109242062,False,3.143870385368966,True,2.7370831189425022,True
REP_00600,nlrp3_7alv,42,9,1,0.210471913,5.85911512,2.00872617253347,True,0.6923076923076923,5,0.7142857142857143,0.7,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,15,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_00600_out.sdf,3.608197472423048,True,3.440667086481906,True,5.144418820430545,False,5.72466846201595,False,2.9195665774220676,True,3.5191233283305103,True,3.059936927454558,True
REP_01131,nlrp3_7alv,42,9,1,0.568535566,5.75300837,6.041245094658028,False,0.6153846153846154,5,0.7142857142857143,0.6842105263157895,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ALA228;HBOND:ARG351;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,13,False,False,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_01131_out.sdf,3.4830149296263495,True,2.853056080766736,True,3.0569115132761073,True,11.350751384820306,False,9.58200965351215,False,3.410791843546008,True,3.7309350034542277,True
REP_06524,nlrp3_7alv,42,9,1,0.678085148,6.61098862,1.0472390821025515,True,0.96,6,0.8571428571428571,0.7894736842105263,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,15,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_06524_out.sdf,3.364524780708275,True,2.9066568424910475,True,3.7916554432068352,True,4.987298767870241,False,3.6540346194309667,True,3.0112328040189773,True,3.3589559389786556,True
REP_05288,nlrp3_7alv,42,9,1,0.503210306,6.83568525,2.457345038987296,True,0.6666666666666666,5,0.7142857142857143,0.631578947368421,AROMATIC:PHE575;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;HBOND:ARG351;HYDROPHOBIC:PHE575;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,12,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_05288_out.sdf,3.3142705079700576,True,4.087874875775915,True,3.1760757232786565,True,4.502153706838541,False,5.686755577655852,False,3.4796882044229203,True,3.366937777862851,True
REP_02721,nlrp3_7alv,42,9,1,0.863415539,6.88486862,1.7971798560819472,True,0.7857142857142857,6,0.8571428571428571,0.8,AROMATIC:PHE575;AROMATIC:TYR443;CONTACT:ALA227;CONTACT:ALA228;CONTACT:ARG351;CONTACT:ARG578;CONTACT:PHE575;CONTACT:TYR443;HBOND:ALA228;HBOND:ARG578;HBOND:TYR443;HYDROPHOBIC:PHE575;HYDROPHOBIC:TYR443;POLAR:ARG351;POLAR:ARG578;WALKER:ALA227;WALKER:ALA228,17,True,True,/home/gwj/work/c1-campaign/URAT1_NLRP3_DualTarget_AIDD_Project/data/campaigns/c1/07_clinical_dock/acid_dual/nlrp3_7alv/seed42/REP_02721_out.sdf,3.445938188650524,True,3.1758949919668416,True,4.102193559548358,True,6.402631802626166,False,3.03784331393178,True,3.453342728429946,True,2.910088314811083,True
